timestamp,frame_id,object_id,source,x,y,z,vx,vy,vz,confidence,split,meta
1692846880.474521875,0,mavic3,gt,6.463037326689687,20.127673100132142,-0.39976283410298663,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846880.670988083,1,mavic3,gt,6.463039372630874,20.127544893882714,-0.40021462279942455,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846880.881404400,2,mavic3,gt,6.46314438765387,20.127612914936662,-0.40031513147535236,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846881.076682568,3,mavic3,gt,6.462939043672236,20.127605124294405,-0.39962214639413673,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846881.277763605,4,mavic3,gt,6.463109843651409,20.127541037077435,-0.39987937799079987,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846881.470667601,5,mavic3,gt,6.46349453426194,20.127333731797535,-0.3996471401096642,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846881.672848225,6,mavic3,gt,6.4629712027424375,20.127486133025513,-0.39971841653604656,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846881.872560740,7,mavic3,gt,6.463179312963462,20.127771105696638,-0.39906159737500957,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846882.072436810,8,mavic3,gt,6.463146804468579,20.127295672985383,-0.4003754370174306,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846882.271862984,9,mavic3,gt,6.463007276877647,20.127570792809138,-0.39989553521716914,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846882.487138748,10,mavic3,gt,6.463477379526466,20.127338831712905,-0.39964744346532655,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846882.673133612,11,mavic3,gt,6.462641383587425,20.12778050523002,-0.39997095976933394,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846882.872083426,12,mavic3,gt,6.462873719521099,20.127706271820898,-0.40006791541735254,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846883.075576305,13,mavic3,gt,6.463112464280357,20.127662585478674,-0.39953041934518296,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846883.272591352,14,mavic3,gt,6.463208427795735,20.12751444239416,-0.3998246381635937,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846883.471957445,15,mavic3,gt,6.462859514938032,20.127703769189793,-0.40019957313445786,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846883.675966978,16,mavic3,gt,6.4631110607854225,20.127557186407557,-0.3995566108719544,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846883.872192144,17,mavic3,gt,6.463148448160609,20.12765862627907,-0.3993980500754475,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846884.072224617,18,mavic3,gt,6.462972016471554,20.127581281135917,-0.39989602735886365,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846884.271512985,19,mavic3,gt,6.4631149985815455,20.12764808578231,-0.39979909010737913,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846884.472355604,20,mavic3,gt,6.463210536133374,20.12751537947861,-0.39979403489329,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846884.673368216,21,mavic3,gt,6.462900850906976,20.127618091296654,-0.39959127239571046,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846884.872432947,22,mavic3,gt,6.462605584214202,20.12780831760483,-0.39963596585842254,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846885.076038837,23,mavic3,gt,6.462997291664692,20.127697143174373,-0.399526181163381,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846885.271507978,24,mavic3,gt,6.463304024950844,20.12772671081325,-0.39920258185169644,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846885.473648071,25,mavic3,gt,6.462291091808197,20.12766183224653,-0.40024755998850026,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846885.670748711,26,mavic3,gt,6.463520211252785,20.129100537868226,-0.3996797108146666,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846885.873599052,27,mavic3,gt,6.466850428457519,20.13585283555335,-0.39120205586080203,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846886.063809395,28,mavic3,gt,6.472111730267898,20.137415998013694,-0.3492551061305562,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846886.241230488,29,mavic3,gt,6.47140960988736,20.126724869497366,-0.2814921509931452,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846886.431267500,30,mavic3,gt,6.470608427744651,20.116513283838685,-0.20311650052482833,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846886.624562979,31,mavic3,gt,6.469339218799405,20.11306718824244,-0.09962978545128465,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846886.828229666,32,mavic3,gt,6.471934987632608,20.113447574791053,-0.013828633569900717,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846887.029132605,33,mavic3,gt,6.474741103806991,20.11939055075527,0.09043193110440484,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846887.224990606,34,mavic3,gt,6.4710053838309705,20.12750396565002,0.18548467403678615,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846887.432403564,35,mavic3,gt,6.452230489792441,20.141775774976622,0.30271348437314316,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846887.628655910,36,mavic3,gt,6.406581209823457,20.168540198887058,0.44332399472880013,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846887.830420971,37,mavic3,gt,6.330600126476725,20.20238064491332,0.6004408659293716,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846888.030307055,38,mavic3,gt,6.249097344640063,20.231209848291428,0.7136308075269397,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846888.227531672,39,mavic3,gt,6.1344590045411,20.269485846697762,0.8073711462992179,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846888.431797028,40,mavic3,gt,6.023989206400188,20.309531438153044,0.8546434323967702,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846888.679166794,41,mavic3,gt,5.897806334780967,20.354370694582713,0.8846024390234533,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846888.878957987,42,mavic3,gt,5.803146125938611,20.382900193405703,0.9035786151165013,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846889.077850580,43,mavic3,gt,5.667805084481415,20.417004957979543,0.92872642204496,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846889.280530214,44,mavic3,gt,5.522401618234767,20.451406237124957,0.9611778732223257,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846889.478671312,45,mavic3,gt,5.409120846310316,20.475107052657222,0.9873999106943785,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846889.680372000,46,mavic3,gt,5.319504651108332,20.491117600796997,1.0566721824263823,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846889.878821850,47,mavic3,gt,5.2803319932453405,20.49626310539543,1.191565395645398,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846890.079115152,48,mavic3,gt,5.266766781691558,20.497911009404106,1.3372496490696477,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846890.278115749,49,mavic3,gt,5.253695099216543,20.501048890160064,1.517289171137989,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846890.482223272,50,mavic3,gt,5.242827412510451,20.50369980454184,1.6911051400031027,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846890.679832220,51,mavic3,gt,5.234823876498922,20.505635041128244,1.8105249730499224,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846890.878542900,52,mavic3,gt,5.227043533641108,20.508309694595937,1.9299644142452053,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846891.079614401,53,mavic3,gt,5.225647979182668,20.510154603384535,1.9958373783798322,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846891.279855728,54,mavic3,gt,5.224905585619695,20.512736167450385,2.03698306708462,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846891.478203297,55,mavic3,gt,5.220641751420885,20.515364945273177,2.069624626999641,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846891.679376602,56,mavic3,gt,5.210697588865628,20.519488129428055,2.0957954134315315,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846891.880707741,57,mavic3,gt,5.200650158029475,20.524323533699544,2.1186909880372724,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846892.077508211,58,mavic3,gt,5.191205646019625,20.532594724465753,2.1869343985260485,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846892.278550863,59,mavic3,gt,5.187343209882329,20.534998343938014,2.2947482702046784,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846892.478372335,60,mavic3,gt,5.201299225030425,20.52909981543894,2.457957302728545,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846892.680546999,61,mavic3,gt,5.215899166493273,20.521294561878676,2.6131144121107894,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846892.876538515,62,mavic3,gt,5.228203443339794,20.51270101075488,2.81348752438403,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846893.078754902,63,mavic3,gt,5.24000445154968,20.508020541249834,3.0283254715075287,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846893.329860687,64,mavic3,gt,5.248513537961912,20.507649528346292,3.284137891300844,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846893.526926994,65,mavic3,gt,5.247325988548141,20.509745482820108,3.45975916326681,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846893.779726267,66,mavic3,gt,5.25052189471603,20.512010763385888,3.7347259387999117,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846893.979162216,67,mavic3,gt,5.257718930348574,20.514177101830228,3.9630672213498315,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846894.177709103,68,mavic3,gt,5.263643257615627,20.516493879592645,4.184993206245295,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846894.372208118,69,mavic3,gt,5.2650981281780105,20.516927099376517,4.395369201965323,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846894.625444889,70,mavic3,gt,5.261418933617392,20.516622311992705,4.57134419144262,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846894.824366570,71,mavic3,gt,5.256813896199219,20.516689470754955,4.662715586395308,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846895.027846813,72,mavic3,gt,5.253941490917441,20.520330446169964,4.674171335920761,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846895.227880478,73,mavic3,gt,5.252716658060194,20.527332675376556,4.67282758068815,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846895.429676056,74,mavic3,gt,5.253012931318153,20.536883128661202,4.675619890343867,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846895.631865501,75,mavic3,gt,5.252299519050098,20.54346484473149,4.678267097574263,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846895.828970194,76,mavic3,gt,5.250069940765798,20.551115492170993,4.685102532876996,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846896.030151844,77,mavic3,gt,5.24704827486687,20.55568431898314,4.689221089077591,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846896.229534626,78,mavic3,gt,5.246180843559841,20.556297564267197,4.694497642243192,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846896.423811913,79,mavic3,gt,5.248864492188773,20.55689869026014,4.693994300157328,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846896.625211477,80,mavic3,gt,5.254152998287736,20.554867544427452,4.690177707718576,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846896.829615116,81,mavic3,gt,5.262044038200543,20.54990930780059,4.687575389728451,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846897.028386593,82,mavic3,gt,5.261901180463042,20.542630795826653,4.682970084417761,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846897.273226976,83,mavic3,gt,5.260173973356359,20.529532219372413,4.679168792758134,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846897.479018688,84,mavic3,gt,5.25481158967591,20.508958147139538,4.675329061783415,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846897.679253578,85,mavic3,gt,5.25035343063405,20.47919095268344,4.669760413925246,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846897.878380537,86,mavic3,gt,5.244451959713842,20.446249346729246,4.666930604765156,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846898.096763134,87,mavic3,gt,5.22491657703813,20.37800895194505,4.6637298019734885,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846898.291493416,88,mavic3,gt,5.203368133338813,20.31351153519654,4.6603501003411765,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846898.486390829,89,mavic3,gt,5.173227151237711,20.211587895274988,4.656461985514468,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846898.678269386,90,mavic3,gt,5.142678681732377,20.11221882997961,4.654494446290158,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846898.878433466,91,mavic3,gt,5.099750383938272,19.968450256736332,4.652139302884763,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846899.079544306,92,mavic3,gt,5.046658765792017,19.804730415707354,4.6479975537849185,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846899.280159235,93,mavic3,gt,5.002793299403606,19.66621530292332,4.645741239515544,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846899.479039907,94,mavic3,gt,4.948553713365072,19.47675031076801,4.648533491096828,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846899.679868460,95,mavic3,gt,4.892301323694824,19.271375987124202,4.650854508522386,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846899.880020142,96,mavic3,gt,4.828569843441073,19.054707293006004,4.649950350669826,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846900.081463814,97,mavic3,gt,4.766035093607002,18.8704289704815,4.6498639061717455,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846900.279087782,98,mavic3,gt,4.678402144549636,18.62625162378822,4.652593005591797,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846900.488073111,99,mavic3,gt,4.586886769525336,18.367625044737224,4.651708138367738,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846900.680646181,100,mavic3,gt,4.510193020928796,18.153465882223372,4.6536442214066795,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846900.879400253,101,mavic3,gt,4.409362834045851,17.879236281159137,4.653935503197985,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846901.079411507,102,mavic3,gt,4.3092473701943845,17.60885681118566,4.655431884101489,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846901.278533697,103,mavic3,gt,4.200114085718951,17.3265535983885,4.6593641292547545,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846901.478916883,104,mavic3,gt,4.1096551052527275,17.105964183570222,4.665473958778733,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846901.679448128,105,mavic3,gt,3.9881992502295134,16.82397810178486,4.671244608686408,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846901.881412268,106,mavic3,gt,3.8568358524095174,16.54065450419216,4.673119594119385,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846902.080168724,107,mavic3,gt,3.7440152752217273,16.31674161036176,4.67112963681619,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846902.280270576,108,mavic3,gt,3.6148978792839443,16.031427396614845,4.675615589798895,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846902.480395079,109,mavic3,gt,3.5289856372104396,15.796147061535976,4.678512125104291,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846902.677531719,110,mavic3,gt,3.434628781495803,15.487836041765831,4.681301230962092,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846902.879367352,111,mavic3,gt,3.3510813486349207,15.183705065590175,4.67913412199313,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846903.079320669,112,mavic3,gt,3.275570571867206,14.874930702974552,4.6791520753352245,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846903.332651615,113,mavic3,gt,3.2003679613761733,14.504979280971611,4.674238548374106,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846903.531675577,114,mavic3,gt,3.1526135466168625,14.26152867923929,4.680685687068106,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846903.731914043,115,mavic3,gt,3.0747738239288083,13.955954039864764,4.687706047146364,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846903.933849096,116,mavic3,gt,2.981729107778733,13.658743097687193,4.692113920885319,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846904.132903576,117,mavic3,gt,2.9030592902536227,13.42870316544736,4.694026018269454,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846904.331830502,118,mavic3,gt,2.8005954813066865,13.133661058517873,4.697524018908908,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846904.577506781,119,mavic3,gt,2.6931229470591234,12.781044281437971,4.696113574793813,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846904.818616152,120,mavic3,gt,2.5994936334294607,12.422736873203803,4.696736853209856,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846905.044736862,121,mavic3,gt,2.5128419236028776,12.127599969231824,4.694601123806535,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846905.231220722,122,mavic3,gt,2.4373535784052365,11.872715726189426,4.695792719435772,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846905.430922270,123,mavic3,gt,2.3477231669583034,11.550475353546972,4.700377693061839,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846905.632548332,124,mavic3,gt,2.264016052883676,11.278582523661953,4.700268994303968,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846905.831112623,125,mavic3,gt,2.1616717140078663,10.957419282013916,4.696752590216661,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846906.035219669,126,mavic3,gt,2.051476395715099,10.619442280177964,4.6905246684084005,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846906.233156204,127,mavic3,gt,1.9772033726646896,10.365935000459785,4.689980680295392,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846906.431986332,128,mavic3,gt,1.8916663556242383,10.041833750052774,4.691135113978191,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846906.679546356,129,mavic3,gt,1.7913386871579178,9.653878409980734,4.693543717869801,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846906.879856586,130,mavic3,gt,1.7240397647725558,9.404726014312246,4.696500638339444,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846907.078254700,131,mavic3,gt,1.637184313754915,9.101587624891636,4.697513914490102,,,,1.0,week1,mmaud;topic=/leica/point/relative
